province;city;postal code;latitude;longitude
Li?;Beyne-Heusay;4610;506.233.010.000;56.543.420.000;,
Li?;Bellaire;4610;506.449.280.000;56.659.370.000;,
Li?;Warsage;4608;507.350.560.000;57.690.420.000;,
Li?;Neufchâteau, Liege;4608;507.200.250.000;57.764.280.000;
Li?;Mortroux;4607;507.133.160.000;57.525.000.000;,
Li?;Feneur;4607;507.041.180.000;57.139.670.000;,
Li?;Dalhem;4607;507.131.350.000;57.235.490.000;,
Li?;Bombaye;4607;507.303.750.000;57.434.580.000;,
Li?;Berneau;4607;507.427.590.000;57.306.280.000;,
Li?;Saint-André;4606;506.955.600.000;57.539.020.000;,
Li?;Cheratte;4602;506.841.340.000;56.706.600.000;,
Li?;Argenteau;4601;506.960.960.000;56.873.680.000
Li?;Visé;4600;507.331.460.000;56.964.900.000
Li?;Richelle;4600;507.163.440.000;56.923.870.000
Li?;Lixhe;4600;507.548.700.000;56.798.610.000
Li?;Lanaye;4600;507.819.880.000;56.945.710.000
Li?;Warzée;4590;504.492.660.000;54.282.320.000
Li?;Ouffet;4590;504.373.720.000;54.665.210.000
Li?;Ellemelle;4590;504.675.230.000;54.444.200.000
Li?;Vierset-Barse;4577;504.826.020.000;52.983.150.000
Li?;Strée-lez-Huy;4577;504.887.110.000;53.243.560.000
Li?;Outrelouxhe;4577;505.050.410.000;53.361.740.000
Li?;Modave;4577;504.422.940.000;53.005.600.000
Li?;Vyle-et-Tharoul;4570;504.446.010.000;52.613.300.000
Li?;Marchin;4570;504.808.960.000;52.256.730.000
Li?;Terwagne;4560;504.445.750.000;53.488.770.000
Li?;Pailhe;4560;504.231.290.000;52.586.470.000
Li?;Ocquier;4560;503.963.090.000;53.955.410.000
Li?;Les Avins;4560;504.157.260.000;52.987.310.000
Li?;Clavier;4560;504.112.830.000;53.579.800.000
Li?;Bois-et-Borsu;4560;503.973.260.000;53.375.840.000
Li?;Tinlot;4557;504.778.030.000;53.767.130.000
Li?;Soheit-Tinlot;4557;504.835.210.000;53.884.830.000
Li?;Seny;4557;504.591.810.000;54.028.120.000
Li?;Ramelot;4557;504.648.610.000;53.290.130.000
Li?;Fraiture;4557;504.785.080.000;54.193.470.000
Li?;Abée;4557;504.732.980.000;53.563.780.000
Li?;Yernée-Fraineux;4550;505.146.690.000;53.970.070.000
Li?;Villers-le-Temple;4550;505.083.640.000;53.708.070.000
Li?;Saint-Séverin;4550;505.300.260.000;54.111.120.000
Li?;Nandrin;4550;505.068.160.000;54.188.580.000
Li?;Ombret;4540;505.449.460.000;53.363.020.000
Li?;Jehay;4540;505.730.950.000;53.127.290.000
Li?;Flône;4540;505.589.550.000;53.326.480.000
Li?;Ampsin;4540;505.396.330.000;52.874.710.000
Li?;Amay;4540;505.485.250.000;53.175.120.000
Li?;Verlaine;4537;506.069.820.000;53.175.710.000
Li?;Seraing-le-Château;4537;506.209.180.000;52.987.000.000
Li?;Chapon-Seraing;4537;506.090.950.000;52.709.660.000
Li?;Warnant-Dreye;4530;505.951.650.000;52.276.290.000
Li?;Villers-le-Bouillet;4530;505.671.800.000;52.705.520.000
Li?;Vieux-Waleffe;4530;506.167.830.000;52.048.350.000
Li?;Vaux-et-Borset;4530;506.136.600.000;52.318.840.000
Li?;Fize-Fontaine;4530;505.844.190.000;52.816.450.000
Li?;Wanze;4520;505.375.520.000;52.143.030.000
Li?;Vinalmont;4520;505.662.320.000;52.298.020.000
Li?;Moha;4520;505.477.590.000;51.861.970.000
Li?;Huccorgne;4520;505.673.310.000;51.643.290.000
Li?;Bas-Oha;4520;505.228.260.000;51.870.710.000
Li?;Antheit;4520;505.556.890.000;52.438.690.000
Li?;Tihange;4500;505.266.440.000;52.564.880.000
Li?;Huy;4500;505.187.160.000;52.394.590.000
Li?;Ben-Ahin;4500;505.009.880.000;51.840.790.000
Li?;Hermalle-sous-Huy;4480;505.576.140.000;53.624.180.000
Li?;Engis;4480;505.824.520.000;54.046.910.000
Li?;Clermont-sous-Huy;4480;505.677.170.000;53.923.760.000
Li?;Saint-Georges-sur-Meuse;4470;506.000.470.000;53.576.420.000
Li?;Velroux;4460;506.437.430.000;54.253.960.000
Li?;Horion-Hozémont;4460;506.283.430.000;53.794.880.000
Li?;Hollogne-aux-Pierres;4460;506.386.610.000;54.742.010.000
Li?;Grâce-Hollogne;4460;506.429.400.000;55.001.270.000
Li?;Grâce-Berleur;4460;506.326.280.000;55.015.660.000
Li?;Bierset;4460;506.551.330.000;54.513.070.000
Li?;Fexhe-Slins;4458;507.221.120.000;55.709.010.000
Li?;Villers-Saint-Siméon;4453;507.091.650.000;55.414.650.000
Li?;Wihogne;4452;507.266.600.000;55.078.720.000;,
Li?;Paifve;4452;507.287.420.000;55.249.090.000;,
Li?;Voroux-lez-Liers;4451;506.877.840.000;55.524.310.000;,
Li?;Slins;4450;507.278.960.000;55.633.190.000;,
Li?;Lantin;4450;506.879.990.000;55.239.520.000;,
Li?;Juprelle;4450;507.115.130.000;55.276.180.000;,
Li?;Xhendremael;4432;507.043.740.000;54.803.340.000;,
Li?;Alleur;4432;506.742.930.000;55.132.390.000;,
Li?;Loncin;4431;506.645.040.000;55.016.970.000;,
Li?;Ans;4430;506.602.540.000;55.203.690.000;,
Li?;Tilleur;4420;506.195.790.000;55.259.750.000;,
Li?;Saint-Nicolas, Liege;4420;506.304.950.000;55.380.620.000;
Li?;Montegnée;4420;506.404.410.000;55.150.150.000;,
Li?;Mons-lez-Liège;4400;506.268.190.000;54.600.280.000;,
Li?;Ivoz-Ramet;4400;505.836.790.000;54.439.700.000;,
Li?;Gleixhe;4400;506.091.730.000;53.969.190.000;,
Li?;Flémalle-Haute;4400;506.000.820.000;54.482.080.000
Li?;Flémalle-Grande;4400;506.140.050.000;54.747.130.000
Li?;Flémalle;4400;505.734.870.000;54.592.360.000
Li?;Chokier;4400;505.902.130.000;54.421.320.000
Li?;Awirs;4400;505.993.650.000;54.077.560.000
Li?;Thys;4367;507.227.360.000;53.899.950.000
Li?;Odeur;4367;507.065.180.000;54.162.970.000
Li?;Kemexhe;4367;506.972.550.000;54.063.750.000
Li?;Fize-le-Marsal;4367;507.023.750.000;53.855.360.000
Li?;Crisnée;4367;507.175.200.000;53.975.980.000
Li?;Otrange;4360;507.368.490.000;53.842.930.000
Li?;Oreye;4360;507.286.780.000;53.536.940.000
Li?;Lens-sur-Geer;4360;507.216.890.000;53.534.530.000
Li?;Grandville;4360;507.218.450.000;53.384.190.000
Li?;Bergilers;4360;507.161.170.000;53.284.660.000
Li?;Limont;4357;506.607.260.000;53.113.700.000
Li?;Jeneffe, Liege;4357;506.528.470.000;53.561.700.000;;
Li?;Haneffe;4357;506.384.820.000;53.199.540.000;,;
Li?;Donceel;4357;506.484.370.000;53.200.290.000;,;
Li?;Hodeige;4351;506.968.010.000;53.397.070.000;,;
Li?;Remicourt;4350;506.795.840.000;53.283.570.000;,;
Li?;Pousset;4350;506.947.740.000;53.041.070.000;,;
Li?;Momalle;4350;506.850.330.000;53.730.770.000;,;
Li?;Lamine;4350;506.889.450.000;53.353.060.000;,;
Li?;Voroux-Goreux;4347;506.544.640.000;54.288.990.000;,;
Li?;Roloux;4347;506.494.820.000;53.960.450.000;,;
Li?;Noville, Liege;4347;506.600.110.000;53.822.470.000;;
Li?;Freloux;4347;506.806.350.000;54.065.640.000;,;
Li?;Fexhe-le-Haut-Clocher;4347;506.653.420.000;53.994.830.000;,;
Li?;Hognoul;4342;506.813.230.000;54.532.420.000;,;
Li?;Villers-l&#039;Evêque;4340;507.044.250.000;54.399.730.000;,
Li?;Othée;4340;507.150.410.000;54.686.250.000;,;
Li?;Fooz;4340;506.806.250.000;54.368.930.000;,
Li?;Awans;4340;506.644.330.000;54.609.700.000;,
Li?;Viemme;4317;506.491.360.000;52.700.400.000;,
Li?;Les Waleffes;4317;506.404.010.000;52.173.940.000;,
Li?;Faimes;4317;506.620.870.000;52.595.070.000;,
Li?;Celles, Liege;4317;506.539.470.000;52.447.210.000;
Li?;Borlez;4317;506.332.990.000;52.456.580.000;,
Li?;Aineffe;4317;506.222.280.000;52.568.770.000;,
Li?;Waremme;4300;506.977.480.000;52.551.290.000;,
Li?;Oleye;4300;507.124.760.000;52.814.490.000;,
Li?;Lantremange;4300;507.116.720.000;52.955.930.000;,
Li?;Grand-Axhe;4300;506.790.270.000;52.243.580.000;,
Li?;Bovenistier;4300;506.675.990.000;52.857.840.000;,
Li?;Bleret;4300;506.887.850.000;52.859.130.000;,
Li?;Bettincourt;4300;507.093.020.000;52.354.090.000;,
Li?;Racour;4287;507.404.540.000;50.306.090.000;,
Li?;Pellaines;4287;507.259.890.000;50.071.650.000
Li?;Lincent;4287;507.129.290.000;50.306.350.000
Li?;Wansin;4280;506.790.250.000;50.189.770.000
Li?;Villers-le-Peuplier;4280;506.564.830.000;50.952.850.000
Li?;Trognée;4280;506.869.290.000;51.246.490.000
Li?;Thisnes;4280;506.658.980.000;50.467.760.000
Li?;Poucet;4280;506.779.280.000;51.123.770.000
Li?;Petit-Hallet;4280;506.877.270.000;50.179.370.000
Li?;Moxhe;4280;506.299.040.000;50.837.190.000
Li?;Merdorp;4280;506.495.110.000;49.982.850.000
Li?;Lens-Saint-Remy;4280;506.543.230.000;51.331.810.000
Li?;Hannut;4280;506.710.670.000;50.776.270.000
Li?;Grand-Hallet;4280;506.934.840.000;50.334.200.000
Li?;Crehen;4280;506.600.830.000;50.636.890.000
Li?;Cras-Avernas;4280;506.973.180.000;51.238.500.000
Li?;Blehen;4280;506.615.560.000;51.206.260.000
Li?;Bertrée;4280;506.945.040.000;50.891.050.000;,
Li?;Avin;4280;506.200.810.000;50.723.920.000;,
Li?;Avernas-le-Bauduin;4280;506.947.220.000;50.783.280.000;,
Li?;Abolens;4280;506.721.360.000;51.497.690.000;,
Li?;Tourinne, Liege;4263;506.391.180.000;51.746.040.000;
Li?;Latinne;4261;506.244.840.000;51.633.910.000;,
Li?;Ville-en-Hesbaye;4260;506.168.500.000;51.162.100.000;,
Li?;Fumal;4260;505.867.810.000;51.832.110.000;,
Li?;Fallais;4260;506.108.780.000;51.708.930.000;,
Li?;Ciplet;4260;506.169.790.000;50.957.950.000;,
Li?;Braives;4260;506.296.110.000;51.455.130.000;,
Li?;Avennes;4260;506.292.850.000;51.147.800.000;,
Li?;Rosoux-Crenwick;4257;507.074.760.000;51.896.090.000;,
Li?;Corswarem;4257;507.098.580.000;52.130.050.000;,
Li?;Berloz;4257;506.981.960.000;52.134.190.000;,
Li?;Ligney;4254;506.615.140.000;51.822.720.000;,
Li?;Darion;4253;506.648.820.000;51.867.780.000;
Li?;Omal;4252;506.553.520.000;51.984.320.000;
Li?;Lens-Saint-Servais;4250;506.636.100.000;51.557.420.000;
Li?;Hollogne-sur-Geer;4250;506.769.220.000;52.049.730.000;
Li?;Geer;4250;506.685.070.000;51.709.650.000;
Li?;Boëlhe;4250;506.822.340.000;51.665.330.000;
Li?;Wasseiges;4219;506.227.340.000;50.054.360.000;
Li?;Meeffe;4219;506.079.500.000;50.177.820.000;
Li?;Ambresin;4219;506.271.010.000;50.303.880.000;
Li?;Acosse;4219;505.953.590.000;50.485.280.000;
Li?;Couthuin;4218;505.340.880.000;51.324.100.000;
Li?;Waret-l&#039;Evêque;4217;505.561.140.000;50.677.730.000
Li?;Lavoir;4217;505.489.090.000;51.205.510.000;
Li?;Héron;4217;505.506.310.000;50.977.730.000;
Li?;Oteppe;4210;505.821.810.000;51.262.920.000;
Li?;Marneffe;4210;505.793.360.000;51.432.350.000;
Li?;Lamontzée;4210;505.838.180.000;50.903.250.000
Li?;Hannêche;4210;505.804.360.000;50.488.360.000
Li?;Burdinne;4210;505.834.170.000;50.723.070.000
Li?;Xhoris;4190;504.438.010.000;56.013.950.000
Li?;Werbomont;4190;503.798.930.000;56.859.200.000
Li?;Vieuxville;4190;503.963.550.000;55.521.320.000
Li?;My;4190;504.055.030.000;55.734.420.000
Li?;Ferrières;4190;504.004.050.000;56.062.000.000
Li?;Filot;4181;504.262.430.000;55.669.290.000
Li?;Hamoir;4180;504.268.430.000;55.322.740.000
Li?;Comblain-la-Tour;4180;504.542.910.000;55.716.030.000
Li?;Comblain-Fairon;4180;504.450.740.000;55.427.710.000
Li?;Poulseur;4171;505.087.310.000;55.794.250.000
Li?;Comblain-au-Pont;4170;504.751.730.000;55.749.960.000
Li?;Tavier;4163;504.964.930.000;54.707.300.000
Li?;Hody;4162;504.874.470.000;55.013.040.000
Li?;Villers-aux-Tours;4161;504.968.100.000;55.108.260.000
Li?;Anthisnes;4160;504.797.950.000;55.234.270.000
Li?;Louveigné;4141;505.304.680.000;57.110.110.000
Li?;Sprimont;4140;505.025.300.000;56.636.760.000
Li?;Rouvreux;4140;504.896.740.000;56.502.020.000
Li?;Gomzé-Andoumont;4140;505.409.860.000;56.746.770.000
Li?;Dolembreux;4140;505.370.100.000;56.247.410.000
Li?;Tilff;4130;505.695.200.000;55.844.060.000
Li?;Esneux;4130;505.337.210.000;55.687.090.000
Li?;Plainevaux;4122;505.431.180.000;55.254.420.000
Li?;Neuville-en-Condroz;4121;505.528.040.000;54.512.210.000
Li?;Rotheux-Rimière;4120;505.344.030.000;54.814.830.000
Li?;Neupré;4120;505.460.270.000;54.888.110.000
Li?;Ehein;4120;505.452.290.000;54.444.830.000
Li?;Ougrée;4102;505.951.130.000;55.373.180.000
Li?;Jemeppe-sur-Meuse;4101;506.161.260.000;55.037.380.000
Li?;Seraing;4100;505.988.990.000;55.121.340.000
Li?;Boncelles;4100;505.748.650.000;55.359.180.000
Li?;Embourg;4053;505.901.960.000;56.069.980.000
Li?;Beaufays;4052;505.586.760.000;56.390.760.000
Li?;Vaux-sous-Chèvremont;4051;506.028.590.000;56.342.320.000
Li?;Chaudfontaine;4050;505.851.540.000;56.462.410.000
Li?;Liers;4042;506.935.800.000;55.638.910.000
Li?;Vottem;4041;506.766.190.000;55.864.430.000
Li?;Milmort;4041;506.902.090.000;55.929.370.000
Li?;Herstal;4040;506.655.870.000;56.308.780.000
Li?;Chênée;4032;506.115.190.000;56.146.730.000
Li?;Angleur;4031;506.115.460.000;55.996.690.000
Li?;Grivegnée;4030;506.191.230.000;56.038.330.000
Li?;Wandre;4020;506.694.370.000;56.606.440.000
Li?;Liège;4020;506.406.490.000;55.720.470.000
Li?;Jupille-sur-Meuse;4020;506.469.850.000;56.326.460.000
Li?;Bressoux;4020;506.425.370.000;56.095.800.000
Li?;Rocourt;4000;506.753.760.000;55.462.220.000
Li?;Liège;4000;506.176.530.000;55.561.210.000
Li?;Glain;4000;506.479.040.000;55.436.630.000
Hainaut;Stambruges;7973;505.084.230.000;37.167.450.000
Hainaut;Grandglise;7973;505.043.610.000;36.964.700.000
Hainaut;Quevaucamps;7972;505.185.560.000;36.793.520.000
Hainaut;Ellignies-Sainte-Anne;7972;505.620.990.000;36.738.540.000
Hainaut;Aubechies;7972;505.742.970.000;36.765.840.000
Hainaut;Wadelincourt;7971;505.374.880.000;36.473.770.000
Hainaut;Thumaide;7971;505.425.970.000;36.285.130.000
Hainaut;Ramegnies;7971;505.439.830.000;36.347.210.000
Hainaut;Basècles;7971;505.260.520.000;36.477.730.000
Hainaut;Beloeil;7970;505.494.810.000;37.323.650.000
Hainaut;Tongre-Notre-Dame;7951;505.826.940.000;37.764.230.000
Hainaut;Tongre-Saint-Martin;7950;505.864.040.000;37.913.110.000
Hainaut;Ladeuze;7950;505.681.660.000;37.718.820.000
Hainaut;Huissignies;7950;505.648.260.000;37.540.580.000
Hainaut;Grosage;7950;505.446.000.000;37.565.610.000
Hainaut;Chièvres;7950;505.880.060.000;38.065.410.000
Hainaut;Gages;7943;506.069.440.000;38.921.650.000
Hainaut;Mévergnies-lez-Lens;7942;506.040.850.000;38.497.480.000
Hainaut;Attre;7941;506.075.960.000;38.390.090.000
Hainaut;Cambron-Casteau;7940;505.893.780.000;38.786.530.000
Hainaut;Brugelette;7940;505.959.510.000;38.524.580.000
Hainaut;Saint-Sauveur;7912;507.060.550.000;35.975.750.000
Hainaut;Dergneau;7912;507.144.440.000;35.781.810.000
Hainaut;Oeudeghien;7911;506.775.140.000;37.122.840.000
Hainaut;Moustier (Ht.);7911;506.552.800.000;36.197.650.000
Hainaut;Montroeul-au-Bois;7911;506.433.270.000;35.707.950.000
Hainaut;Herquegies;7911;506.346.820.000;35.780.990.000
Hainaut;Hacquegnies;7911;506.512.990.000;35.936.430.000
Hainaut;Frasnes-lez-Buissenal;7911;506.677.280.000;36.219.940.000
Hainaut;Buissenal;7911;506.639.780.000;36.558.280.000
Hainaut;Wattripont;7910;507.283.490.000;35.482.180.000
Hainaut;Frasnes-lez-Anvaing;7910;506.832.430.000;35.612.910.000
Hainaut;Forest (Ht.);7910;506.733.280.000;35.366.090.000
Hainaut;Ellignies-lez-Frasnes;7910;506.747.370.000;35.907.120.000
Hainaut;Cordes;7910;506.885.480.000;35.328.840.000
Hainaut;Arc-Wattripont;7910;506.997.620.000;35.343.450.000
Hainaut;Arc-Ainières;7910;507.008.400.000;35.535.740.000
Hainaut;Anvaing;7910;506.832.430.000;35.612.910.000
Hainaut;Gallaix;7906;506.070.180.000;35.746.570.000
Hainaut;Willaupuis;7904;505.666.650.000;36.033.150.000
Hainaut;Tourpes;7904;505.734.080.000;36.521.350.000
Hainaut;Pipaix;7904;505.829.470.000;35.749.000.000
Hainaut;Chapelle-à-Wattines;7903;506.124.280.000;36.557.450.000
Hainaut;Chapelle-à-Oie;7903;505.966.630.000;36.708.620.000
Hainaut;Blicquy;7903;505.875.420.000;36.861.600.000
Hainaut;Thieulain;7901;506.186.520.000;36.045.760.000
Hainaut;Leuze-en-Hainaut;7900;506.004.560.000;36.218.680.000
Hainaut;Grandmetz;7900;506.229.870.000;36.319.980.000
Hainaut;Wodecq;7890;507.183.750.000;37.470.720.000
Hainaut;Lahamaide;7890;506.948.060.000;37.250.750.000
Hainaut;Ellezelles;7890;507.338.590.000;36.798.730.000
Hainaut;Flobecq/Vloesberg;7880;507.372.170.000;37.375.350.000
Hainaut;Montignies-lez-Lens;7870;505.642.970.000;39.441.110.000
Hainaut;Lombise;7870;505.996.880.000;39.393.660.000
Hainaut;Lens;7870;505.579.100.000;39.012.350.000
Hainaut;Cambron-Saint-Vincent;7870;505.826.520.000;39.173.440.000
Hainaut;Bauffe;7870;505.686.080.000;38.519.470.000
Hainaut;Ollignies;7866;506.876.170.000;38.574.230.000
Hainaut;Bois-de-Lessines;7866;506.959.630.000;38.873.150.000
Hainaut;Deux-Acren;7864;507.305.340.000;38.520.140.000
Hainaut;Ghoy;7863;507.284.470.000;38.094.680.000
Hainaut;Ogy;7862;507.204.020.000;37.807.220.000
Hainaut;Wannebecq;7861;506.939.460.000;38.002.050.000
Hainaut;Papignies;7861;506.847.050.000;38.185.910.000
Hainaut;Lessines;7860;507.121.260.000;38.305.170.000
Hainaut;Petit-Enghien/Lettelingen;7850;506.891.200.000;40.840.830.000
Hainaut;Marcq/Mark;7850;506.922.240.000;40.172.350.000
Hainaut;Enghien/Edingen;7850;506.930.500.000;40.369.980.000
Hainaut;Thoricourt;7830;506.112.070.000;39.502.250.000
Hainaut;Silly;7830;506.497.000.000;39.235.200.000
Hainaut;Hoves (Ht.);7830;506.713.410.000;40.368.400.000
Hainaut;Hellebecq;7830;506.635.980.000;38.887.300.000
Hainaut;Graty;7830;506.317.720.000;39.972.020.000
Hainaut;Gondregnies;7830;506.271.040.000;39.115.700.000
Hainaut;Fouleng;7830;506.186.430.000;39.285.560.000
Hainaut;Bassilly;7830;506.726.980.000;39.368.820.000
Hainaut;Gibecq;7823;506.382.980.000;38.879.410.000;
Hainaut;Meslin-l&#039;Evêque;7822;506.482.240.000;38.465.420.000
Hainaut;Isières;7822;506.627.110.000;38.185.260.000;
Hainaut;Ghislenghien;7822;506.566.130.000;38.768.500.000;
Hainaut;Villers-Saint-Amand;7812;506.226.250.000;37.300.800.000;
Hainaut;Villers-Notre-Dame;7812;506.179.850.000;37.350.150.000;
Hainaut;Moulbaix;7812;506.019.990.000;37.152.410.000;
Hainaut;Mainvault;7812;506.484.680.000;37.163.980.000;
Hainaut;Ligne;7812;506.210.960.000;37.049.810.000;
Hainaut;Houtaing;7812;506.374.960.000;36.818.030.000;
Hainaut;Arbre (Ht.);7811;506.108.290.000;38.142.100.000;
Hainaut;Maffle;7810;506.157.970.000;38.039.000.000;
Hainaut;Rebaix;7804;506.598.420.000;37.837.820.000;
Hainaut;Ostiches;7804;506.784.090.000;37.590.370.000;
Hainaut;Bouvignies;7803;506.468.040.000;37.660.150.000;
Hainaut;Ormeignies;7802;505.957.790.000;37.521.920.000;
Hainaut;Irchonwelz;7801;506.202.030.000;37.509.080.000
Hainaut;Lanquesaint;7800;506.540.170.000;38.034.340.000
Hainaut;Ath;7800;506.290.020.000;37.747.520.000
Hainaut;Warneton/Waasten;7784;507.528.130.000;29.500.630.000
Hainaut;Bas-Warneton/Neerwaasten;7784;507.587.030.000;29.612.710.000
Hainaut;Bizet;7783;507.087.460.000;28.831.320.000
Hainaut;Ploegsteert;7782;507.259.690.000;28.800.510.000
Hainaut;Houthem (Comines/Komen);7781;507.868.610.000;29.641.050.000
Hainaut;Comines-Warneton/Komen-Waasten;7780;507.528.130.000;29.500.630.000
Hainaut;Comines/Komen;7780;507.683.850.000;29.983.000.000
Hainaut;Velaines;7760;506.670.180.000;34.877.860.000
Hainaut;Pottes;7760;507.324.460.000;34.044.220.000
Hainaut;Popuelles;7760;506.617.070.000;35.168.330.000
Hainaut;Molenbaix;7760;506.933.020.000;34.299.840.000
Hainaut;Escanaffles;7760;507.561.970.000;34.480.140.000
Hainaut;Celles (Ht.);7760;507.118.880.000;34.573.420.000
Hainaut;Russeignies;7750;507.446.380.000;35.308.590.000;
Hainaut;Orroir;7750;507.480.460.000;34.803.130.000;
Hainaut;Mont-de-l&#039;Enclus;7750;507.374.010.000;35.007.260.000
Hainaut;Anseroeul;7750;507.277.590.000;35.204.340.000;
Hainaut;Amougies;7750;507.437.760.000;35.066.820.000;
Hainaut;Obigies;7743;506.618.690.000;33.640.050.000;
Hainaut;Esquelmes;7743;506.656.460.000;33.479.210.000;
Hainaut;Hérinnes-lez-Pecq;7742;507.019.670.000;33.640.580.000;
Hainaut;Warcoing;7740;507.030.810.000;33.459.010.000;
Hainaut;Pecq;7740;506.853.980.000;33.404.650.000;
Hainaut;Saint-Léger (Ht.);7730;507.054.980.000;33.146.840.000;
Hainaut;Néchin;7730;506.672.640.000;32.680.390.000;
Hainaut;Leers-Nord;7730;506.876.100.000;32.718.000.000;
Hainaut;Evregnies;7730;507.126.630.000;32.876.440.000;
Hainaut;Estaimpuis;7730;507.065.640.000;32.635.880.000;
Hainaut;Estaimbourg;7730;506.825.460.000;33.177.940.000;
Hainaut;Bailleul;7730;506.694.580.000;33.171.580.000
Hainaut;Herseaux;7712;507.225.360.000;32.327.610.000
Hainaut;Dottignies/Dottenijs;7711;507.273.350.000;33.030.620.000
Hainaut;Mouscron/Moeskroen;7700;507.444.420.000;32.159.340.000
Hainaut;Luingne;7700;507.384.880.000;32.336.360.000
Hainaut;Fontenoy;7643;505.681.980.000;34.733.070.000
Hainaut;Calonne;7642;505.766.910.000;34.391.000.000
Hainaut;Bruyelle;7641;505.580.900.000;34.269.370.000
Hainaut;Péronnes-lez-Antoing;7640;505.515.670.000;34.537.420.000
Hainaut;Maubray;7640;505.515.260.000;35.001.760.000
Hainaut;Antoing;7640;505.676.940.000;34.500.570.000
Hainaut;Howardries;7624;505.061.220.000;33.558.260.000
Hainaut;Rongy;7623;505.066.950.000;33.854.390.000
Hainaut;Laplaigne;7622;505.207.620.000;34.469.740.000
Hainaut;Lesdain;7621;505.206.280.000;33.891.890.000
Hainaut;Wez-Velvain;7620;505.466.120.000;33.880.730.000
Hainaut;Jollain-Merlin;7620;505.392.810.000;34.039.930.000
Hainaut;Hollain;7620;505.385.590.000;34.265.180.000
Hainaut;Guignies;7620;505.499.810.000;33.727.280.000
Hainaut;Brunehaut;7620;505.223.710.000;33.925.710.000
Hainaut;Bléharies;7620;505.129.850.000;34.147.110.000
Hainaut;Taintignies;7618;505.508.030.000;33.434.250.000
Hainaut;La Glanerie;7611;505.303.340.000;33.040.500.000
Hainaut;Rumes;7610;505.560.150.000;33.038.920.000
Hainaut;Wiers;7608;505.083.130.000;35.326.210.000
Hainaut;Wasmes-Audemez-Briffoeil;7604;505.544.060.000;35.346.820.000
Hainaut;Callenelle;7604;505.296.600.000;35.258.450.000
Hainaut;Brasmenil;7604;505.416.420.000;35.464.210.000
Hainaut;Braffe;7604;505.523.610.000;35.824.020.000
Hainaut;Baugnies;7604;505.615.880.000;35.517.920.000
Hainaut;Bon-Secours;7603;504.975.280.000;36.069.070.000
Hainaut;Bury;7602;505.428.040.000;35.941.210.000
Hainaut;Roucourt;7601;505.289.290.000;35.874.740.000
Hainaut;Péruwelz;7600;505.073.090.000;35.905.350.000
Hainaut;Warchin;7548;506.102.850.000;34.263.880.000
Hainaut;Mourcourt;7543;506.541.330.000;34.435.130.000
Hainaut;Mont-Saint-Aubert;7542;506.547.810.000;33.997.570.000
Hainaut;Rumillies;7540;506.199.310.000;34.368.720.000
Hainaut;Quartes;7540;506.516.310.000;35.115.440.000
Hainaut;Melles;7540;506.466.730.000;34.806.810.000
Hainaut;Kain;7540;506.383.820.000;33.814.150.000
Hainaut;Vezon;7538;505.692.190.000;35.005.960.000
Hainaut;Vaulx;7536;505.900.410.000;34.258.230.000
Hainaut;Maulde;7534;506.165.740.000;35.470.850.000
Hainaut;Barry;7534;505.874.940.000;35.429.850.000
Hainaut;Thimougies;7533;506.351.330.000;35.105.200.000
Hainaut;Beclers;7532;506.211.190.000;35.033.760.000
Hainaut;Havinnes;7531;506.158.400.000;34.635.700.000
Hainaut;Gaurain-Ramecroix;7530;505.903.550.000;34.868.770.000
Hainaut;Marquain;7522;506.070.130.000;33.213.430.000
Hainaut;Lamain;7522;505.976.540.000;32.927.510.000
Hainaut;Hertain;7522;506.136.690.000;32.887.330.000
Hainaut;Blandain;7522;506.250.720.000;33.029.620.000
Hainaut;Chercq;7521;505.888.320.000;34.212.670.000
Hainaut;Templeuve;7520;506.447.890.000;32.833.070.000
Hainaut;Ramegnies-Chin;7520;506.513.760.000;33.363.220.000
Hainaut;Willemeau;7506;505.735.450.000;33.491.880.000
Hainaut;Froidmont;7504;505.784.620.000;33.281.660.000
Hainaut;Froyennes;7503;506.209.660.000;33.540.890.000
Hainaut;Esplechin;7502;505.743.240.000;33.038.100.000
Hainaut;Orcq;7501;506.065.160.000;33.498.280.000
Hainaut;Tournai;7500;506.058.660.000;33.884.500.000
Hainaut;Saint-Maur;7500;505.716.970.000;33.915.020.000
Hainaut;Ere;7500;505.819.910.000;33.670.900.000
Hainaut;Wasmuel;7390;504.456.500.000;38.467.890.000
Hainaut;Quaregnon;7390;504.409.400.000;38.663.340.000
Hainaut;Roisin;7387;503.320.100.000;36.955.780.000
Hainaut;Onnezies;7387;503.631.800.000;37.165.800.000
Hainaut;Montignies-sur-Roc;7387;503.708.520.000;37.319.160.000
Hainaut;Marchipont;7387;503.780.720.000;36.671.790.000
Hainaut;Honnelles;7387;503.438.220.000;37.483.600.000
Hainaut;Fayt-le-Franc;7387;503.570.350.000;37.722.320.000
Hainaut;Erquennes;7387;503.595.270.000;37.927.500.000
Hainaut;Autreppe;7387;503.483.680.000;37.342.690.000
Hainaut;Athis;7387;503.650.090.000;37.766.720.000
Hainaut;Angreau;7387;503.518.120.000;36.908.310.000
Hainaut;Angre;7387;503.683.560.000;36.956.420.000
Hainaut;Audregnies;7382;503.825.000.000;37.200.250.000
Hainaut;Quiévrain;7380;504.075.950.000;36.828.280.000
